School Name,School Code,American Indian or Alaska Native,Asian,Black or African American,Hispanic or Latino,"Multi-Race, Not Hispanic or Latino",Native Hawaiian or Other Pacific Islander,White,Female,Male,year,Nonbinary,High Needs#,High Needs%,English Learners#,English Learners%,First Language Not English#,First Language Not English%,Economically Disadvantaged#,Economically Disadvantaged%,Students with Disabilities#,Students with Disabilities%,Low Income#,Low Income%,High School Graduates (#),Attending Coll./Univ. (#),Attending Coll./Univ. (%),Private Two-Year (%),Private Four-Year (%),Public Two-Year (%),Public Four-Year (%),MA Community College (%),MA State University (%),Univ.of Mass. (%),# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv.,% Dropped Out,% Permanently Excluded,Tests Taken,Reading / Writing,Writing,Math
Chelsea - Chelsea Opportunity Academy,00570515,   0.0,   0.0,   3.0,  96.0,   0.0,   0.0,   1.0,  36.6,  63.4,2021,   0.0,     107,  91.5,      74,  63.2,     109,  93.2,,,       9,   7.7,      93,  79.5,37,1,2.7,0,0,100,0,100,0,0,        34,     8.8,    76.5,     2.9,     0.0,    11.8,     0.0,,,,
Chelsea - Clark Avenue School,00570050,   0.3,   0.4,   2.8,  89.2,   1.1,   0.0,   6.1,  46.7,  53.3,2021,   0.0,     661,  91.9,     202,  28.1,     608,  84.6,,,     130,  18.1,     604,  84.0,,,,,,,,,,,,,,,,,,,,,
Chelsea - Edgar A Hooks Elementary,00570030,   0.6,   0.0,   5.8,  82.1,   1.0,   0.0,  10.6,  49.1,  50.9,2021,   0.0,     457,  91.0,     277,  55.2,     402,  80.1,,,      65,  12.9,     404,  80.5,,,,,,,,,,,,,,,,,,,,,
Chelsea - Eugene Wright Science and Technology Academy,00570045,   0.4,   0.2,   5.8,  85.0,   2.3,   0.0,   6.3,  51.1,  48.9,2021,   0.0,     424,  90.6,     115,  24.6,     382,  81.6,,,     114,  24.4,     398,  85.0,,,,,,,,,,,,,,,,,,,,,
Chelsea - Frank M Sokolowski Elementary,00570040,   0.0,   0.2,   3.8,  87.5,   0.6,   0.0,   7.9,  50.2,  49.8,2021,   0.0,     468,  96.1,     287,  58.9,     412,  84.6,,,      37,   7.6,     428,  87.9,,,,,,,,,,,,,,,,,,,,,
Chelsea - George F. Kelly Elementary,00570035,   0.0,   0.0,   3.6,  92.0,   0.2,   0.0,   4.2,  53.3,  46.7,2021,   0.0,     393,  88.7,     200,  45.1,     371,  83.7,,,      50,  11.3,     350,  79.0,,,,,,,,,,,,,,,,,,,,,
Chelsea - Joseph A. Browne School,00570055,   0.0,   0.0,   4.3,  87.9,   1.9,   0.0,   5.9,  46.1,  53.9,2021,   0.0,     503,  93.1,     171,  31.7,     447,  82.8,,,      59,  10.9,     461,  85.4,,,,,,,,,,,,,,,,,,,,,
Chelsea - Shurtleff Early Childhood,00570003,   0.3,   0.0,   6.0,  85.2,   1.4,   0.0,   7.1,  49.0,  51.0,2021,   0.0,     769,  92.5,     518,  62.3,     724,  87.1,,,     118,  14.2,     680,  81.8,,,,,,,,,,,,,,,,,,,,,
Chelsea - William A Berkowitz Elementary,00570025,   0.0,   0.0,   5.9,  86.6,   1.8,   0.0,   5.7,  49.7,  50.3,2021,   0.0,     440,  95.7,     216,  47.0,     371,  80.7,,,      76,  16.5,     412,  89.6,,,,,,,,,,,,,,,,,,,,,
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,   2.0,   0.0,   1.0,   3.0,   1.0,   0.0,  93.1,  48.5,  51.5,2021,   0.0,      72,  48.6,       0,   0.0,       0,   0.0,,,      23,  15.5,      59,  39.9,,,,,,,,,,,,,,,,,,,,,
Chicopee - Barry,00610003,   0.0,   2.7,   2.7,  30.5,   2.9,   0.5,  60.7,  45.6,  54.4,2021,   0.0,     284,  75.3,      34,   9.0,      61,  16.2,,,      81,  21.5,     248,  65.8,,,,,,,,,,,,,,,,,,,,,
Chicopee - Belcher,00610010,   0.0,   0.9,  10.4,  41.5,   2.8,   0.0,  44.3,  51.4,  48.6,2021,   0.0,     185,  80.8,      23,  10.0,      29,  12.7,,,      22,   9.6,     178,  77.7,,,,,,,,,,,,,,,,,,,,,
Chicopee - Bellamy Middle,00610305,   0.1,   1.1,   3.4,  43.3,   3.7,   0.0,  48.4,  47.2,  52.7,2021,   0.1,     599,  73.3,      31,   3.8,     100,  12.2,,,     172,  21.1,     554,  67.8,,,,,,,,,,,,,,,,,,,,,
Chicopee - Bowe,00610015,   0.0,   1.2,   5.4,  58.9,   5.1,   0.0,  29.4,  45.8,  54.2,2021,   0.0,     410,  92.3,      75,  16.9,     102,  23.0,,,      69,  15.5,     393,  88.5,,,,,,,,,,,,,,,,,,,,,
Chicopee - Bowie,00610020,   0.0,   2.2,   4.0,  24.6,   1.8,   0.0,  67.4,  50.0,  50.0,2021,   0.0,     160,  59.3,       6,   2.2,      13,   4.8,,,      32,  11.9,     143,  53.0,,,,,,,,,,,,,,,,,,,,,
Chicopee - Chicopee Academy,00610021,   0.0,   0.0,   3.3,  61.7,   3.3,   0.0,  31.7,  21.7,  78.3,2021,   0.0,      68,  86.1,       3,   3.8,      11,  13.9,,,      25,  31.6,      67,  84.8,6,,,,,,,,,,        17,    17.6,    23.5,     0.0,     0.0,    58.8,     0.0,       1,,,
Chicopee - Chicopee Comprehensive High School,00610510,   0.2,   2.5,   2.2,  29.3,   3.0,   0.0,  62.7,  43.7,  56.2,2021,   0.1,     691,  59.9,      32,   2.8,     114,   9.9,,,     162,  14.0,     641,  55.5,223,115,51.6,0.9,34.8,40.9,23.5,40.9,11.3,7,       296,    91.2,     3.0,     0.0,     0.3,     5.4,     0.0,      72,544,,531
Chicopee - Chicopee High,00610505,   0.0,   2.9,   5.0,  45.9,   2.5,   0.0,  43.8,  50.0,  50.0,2021,   0.0,     697,  75.4,      59,   6.4,     162,  17.5,,,     173,  18.7,     664,  71.8,226,108,47.8,0,42.6,32.4,25,32.4,12,5.6,       256,    88.7,     1.6,     0.0,     1.6,     8.2,     0.0,      48,554,,519
Chicopee - Dupont Middle,00610310,   0.0,   2.4,   4.8,  43.3,   3.1,   0.0,  46.3,  45.8,  54.2,2021,   0.0,     593,  78.8,      52,   6.9,     129,  17.1,,,     157,  20.8,     547,  72.6,,,,,,,,,,,,,,,,,,,,,
Chicopee - Fairview Elementary,00610050,   0.0,   1.7,   5.1,  51.7,   3.4,   0.0,  38.2,  41.8,  58.2,2021,   0.0,     356,  87.5,      39,   9.6,      53,  13.0,,,      82,  20.1,     337,  82.8,,,,,,,,,,,,,,,,,,,,,
Chicopee - Gen John J Stefanik,00610090,   0.0,   0.3,   6.1,  64.7,   3.5,   0.0,  25.4,  52.3,  47.7,2021,   0.0,     285,  89.1,      35,  10.9,      61,  19.1,,,      62,  19.4,     276,  86.3,,,,,,,,,,,,,,,,,,,,,
Chicopee - Lambert-Lavoie,00610040,   0.0,   3.0,   3.7,  29.7,   5.9,   0.0,  57.6,  40.5,  59.5,2021,   0.0,     177,  68.9,       9,   3.5,      16,   6.2,,,      36,  14.0,     166,  64.6,,,,,,,,,,,,,,,,,,,,,
Chicopee - Litwin,00610022,   0.0,   1.1,   8.0,  33.1,   1.7,   0.0,  56.0,  48.3,  51.7,2021,   0.0,     241,  72.2,      27,   8.1,      43,  12.9,,,      61,  18.3,     226,  67.7,,,,,,,,,,,,,,,,,,,,,
Chicopee - Streiber Memorial School,00610065,   0.0,   3.2,   4.4,  23.0,   5.6,   0.4,  63.3,  47.6,  52.4,2021,   0.0,     138,  60.8,       3,   1.3,      14,   6.2,,,      33,  14.5,     130,  57.3,,,,,,,,,,,,,,,,,,,,,
Chicopee - Szetela Early Childhood Center,00610001,   0.0,   2.5,   5.0,  49.6,   6.6,   0.0,  36.4,  28.9,  71.1,2021,   0.0,     145,  71.4,       0,   0.0,       8,   3.9,,,     101,  49.8,     116,  57.1,,,,,,,,,,,,,,,,,,,,,
Christa McAuliffe Charter Public (District) - Christa McAuliffe Charter Public School,04180305,   0.3,   9.5,   6.8,  33.3,   5.5,   0.0,  44.6,  46.9,  52.9,2021,   0.3,     328,  84.5,      21,   5.4,     115,  29.6,,,      70,  18.0,     305,  78.6,,,,,,,,,,,,,,,,,,,,,
City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street,04370505,   0.0,   0.0,  64.5,  32.4,   0.7,   0.0,   2.3,  47.8,  52.2,2021,   0.0,,,,,,,,,,,,,,,,,,,,,,,        79,    78.5,    15.2,     0.0,     0.0,     6.3,     0.0,,,,
Clarksburg - Clarksburg Elementary,00630010,   0.0,   0.5,   0.0,   2.6,   1.6,   0.0,  95.3,  50.0,  50.0,2021,   0.0,     107,  50.7,       0,   0.0,       0,   0.0,,,      34,  16.1,      90,  42.7,,,,,,,,,,,,,,,,,,,,,
Clinton - Clinton Elementary,00640050,   0.0,   0.8,   2.3,  30.5,   3.4,   0.0,  63.0,  46.0,  54.0,2021,   0.0,     515,  63.0,     156,  19.1,     228,  27.9,,,     176,  21.5,     438,  53.6,,,,,,,,,,,,,,,,,,,,,
Clinton - Clinton Middle School,00640305,   0.0,   0.9,   3.8,  30.1,   2.4,   0.2,  62.7,  45.6,  54.4,2021,   0.0,     383,  66.3,      76,  13.1,     177,  30.6,,,     116,  20.1,     314,  54.3,,,,,,,,,,,,,,,,,,,,,
Clinton - Clinton Senior High,00640505,   0.0,   1.6,   3.9,  33.2,   1.2,   0.0,  60.1,  46.8,  53.0,2021,   0.2,     322,  63.1,      52,  10.2,     147,  28.8,,,     101,  19.8,     280,  54.9,106,56,52.8,0,32.1,10.7,57.1,8.9,21.4,16.1,       126,    92.9,     3.2,     0.8,     0.0,     3.2,     0.0,      44,528,,508
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,   0.3,   0.0,  77.6,  20.7,   0.9,   0.0,   0.6,  51.1,  48.9,2021,   0.0,     310,  90.4,      42,  12.2,      79,  23.0,,,      86,  25.1,     295,  86.0,29,18,62.1,0,61.1,11.1,27.8,11.1,0,27.8,        25,    84.0,     8.0,     0.0,     0.0,     8.0,     0.0,      39,416,,402
Cohasset - Cohasset High School,00650505,   0.4,   2.9,   2.7,   1.3,   1.6,   0.0,  91.1,  50.6,  49.2,2021,   0.2,      79,  18.6,       0,   0.0,       2,   0.5,,,      47,  11.1,      39,   9.2,100,92,92,0,60.9,1.1,38,0,1.1,4.3,       127,   100.0,     0.0,     0.0,     0.0,     0.0,     0.0,     131,604,,577
Cohasset - Cohasset Middle School,00650305,   0.0,   1.4,   3.6,   0.3,   2.5,   0.0,  92.2,  47.9,  52.1,2021,   0.0,      66,  20.8,       0,   0.0,       2,   0.6,,,      49,  15.4,      26,   8.2,,,,,,,,,,,,,,,,,,,,,
Cohasset - Deer Hill,00650005,   0.0,   1.9,   1.9,   1.6,   1.3,   0.0,  93.2,  51.8,  48.2,2021,   0.0,      59,  18.8,       1,   0.3,       3,   1.0,,,      43,  13.7,      19,   6.1,,,,,,,,,,,,,,,,,,,,,
Cohasset - Joseph Osgood,00650010,   0.3,   0.9,   3.3,   1.5,   2.1,   0.0,  91.9,  49.2,  50.8,2021,   0.0,      59,  16.1,       0,   0.0,       1,   0.3,,,      41,  11.2,      22,   6.0,,,,,,,,,,,,,,,,,,,,,
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,   0.5,  27.9,  20.4,  33.0,   3.4,   0.0,  14.8,  50.0,  50.0,2021,   0.1,     861,  77.1,     235,  21.0,     381,  34.1,,,      70,   6.3,     738,  66.1,,,,,,,,,,,,,,,,,,      15,517,,536
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,   0.3,   4.3,  71.1,  15.1,   4.3,   0.0,   4.9,  57.2,  42.8,2021,   0.0,     202,  70.1,      29,  10.1,     126,  43.8,,,      49,  17.0,     175,  60.8,48,38,79.2,0,44.7,15.8,39.5,15.8,5.3,34.2,        33,    90.9,     9.1,     0.0,     0.0,     0.0,     0.0,      55,497,,493
Community Day Charter Public School - Gateway (District) - Community Day Charter Public School - Gateway,04260205,   0.5,   0.5,   1.3,  95.5,   0.0,   0.0,   2.3,  47.5,  52.5,2021,   0.0,     328,  81.8,      91,  22.7,     217,  54.1,,,      45,  11.2,     298,  74.3,,,,,,,,,,,,,,,,,,,,,
Community Day Charter Public School - Prospect (District) - Community Day Charter Public School - Prospect,04400205,   0.3,   0.0,   0.8,  97.2,   0.0,   0.0,   1.8,  50.1,  49.9,2021,   0.0,     351,  87.8,      98,  24.5,     234,  58.5,,,      50,  12.5,     311,  77.8,,,,,,,,,,,,,,,,,,,,,
Community Day Charter Public School - R. Kingman Webster (District) - Community Day Charter Public School - R. Kingman Webster,04310205,   0.0,   1.0,   1.3,  94.5,   0.5,   0.0,   2.8,  52.0,  48.0,2021,   0.0,     331,  84.0,      79,  20.1,     182,  46.2,,,      48,  12.2,     301,  76.4,,,,,,,,,,,,,,,,,,,,,
Concord - Alcott,00670005,   0.0,   8.0,   9.1,  10.2,   7.1,   0.0,  65.6,  48.0,  52.0,2021,   0.0,     110,  26.3,       7,   1.7,      31,   7.4,,,      45,  10.8,      61,  14.6,,,,,,,,,,,,,,,,,,,,,
Concord - Concord Middle,00670305,   0.0,   7.6,   5.6,   6.8,   6.5,   0.0,  73.6,  47.7,  52.3,2021,   0.0,     180,  26.2,       6,   0.9,      57,   8.3,,,     119,  17.3,      83,  12.1,,,,,,,,,,,,,,,,,,,,,
Concord - Thoreau,00670020,   0.2,   7.9,   2.5,   7.0,   7.0,   0.2,  75.1,  49.2,  50.8,2021,   0.0,     116,  25.7,      10,   2.2,      33,   7.3,,,      93,  20.6,      30,   6.7,,,,,,,,,,,,,,,,,,,,,
Concord - Willard,00670030,   0.0,   6.8,   1.6,   3.5,   5.6,   0.0,  82.5,  50.8,  49.2,2021,   0.0,      93,  21.1,      15,   3.4,      38,   8.6,,,      53,  12.0,      23,   5.2,,,,,,,,,,,,,,,,,,,,,
Concord-Carlisle - Concord Carlisle High,06400505,   0.2,   7.8,   4.5,   5.0,   5.9,   0.0,  76.7,  50.8,  48.8,2021,   0.4,     305,  23.1,       8,   0.6,      76,   5.7,,,     219,  16.6,     123,   9.3,326,271,83.1,0,56.8,5.9,37.3,5.2,1.5,8.9,       310,    98.7,     1.3,     0.0,     0.0,     0.0,     0.0,     291,644,,648
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,   0.2,   1.8,  47.9,  41.6,   3.1,   0.0,   5.5,  50.8,  49.2,2021,   0.0,     356,  79.6,      78,  17.4,      90,  20.1,,,      58,  13.0,     318,  71.1,,,,,,,,,,,,,,,,,,,,,
Conway - Conway Grammar,00680005,   0.0,   0.0,   0.8,   4.8,   2.4,   0.0,  92.0,  44.0,  56.0,2021,   0.0,      55,  37.9,       0,   0.0,       0,   0.0,,,      20,  13.8,      45,  31.0,,,,,,,,,,,,,,,,,,,,,
Danvers - Danvers High,00710505,   0.0,   2.6,   2.3,   9.1,   2.9,   0.0,  83.1,  49.7,  50.2,2021,   0.1,     311,  38.5,       4,   0.5,      42,   5.2,,,     152,  18.8,     219,  27.1,190,141,74.2,0,48.2,11.3,40.4,11.3,13.5,14.2,       237,    96.2,     1.7,     0.0,     0.8,     1.3,     0.0,     123,552,,528
Danvers - Great Oak,00710015,   0.0,   1.7,   3.2,   9.0,   4.9,   0.0,  81.1,  50.3,  49.7,2021,   0.0,     130,  40.5,       7,   2.2,      22,   6.9,,,      33,  10.3,      98,  30.5,,,,,,,,,,,,,,,,,,,,,
Danvers - Highlands,00710010,   0.3,   4.1,   3.5,   9.3,   3.5,   0.0,  79.3,  46.3,  53.7,2021,   0.0,     126,  34.3,      13,   3.5,      28,   7.6,,,      40,  10.9,      95,  25.9,,,,,,,,,,,,,,,,,,,,,
Danvers - Holten Richmond Middle School,00710305,   0.0,   2.3,   1.8,   9.5,   2.2,   0.0,  84.3,  48.0,  52.0,2021,   0.0,     313,  40.6,       6,   0.8,      31,   4.0,,,     154,  20.0,     212,  27.5,,,,,,,,,,,,,,,,,,,,,
Danvers - Ivan G Smith,00710032,   0.0,   2.6,   2.3,   7.1,   1.9,   0.0,  86.0,  54.2,  45.8,2021,   0.0,     106,  34.3,       5,   1.6,      10,   3.2,,,      57,  18.4,      62,  20.1,,,,,,,,,,,,,,,,,,,,,
Danvers - Riverside,00710030,   0.3,   1.6,   2.6,  10.8,   1.0,   0.3,  83.3,  44.9,  55.1,2021,   0.0,     156,  49.7,      13,   4.1,      19,   6.1,,,      86,  27.4,      98,  31.2,,,,,,,,,,,,,,,,,,,,,
Danvers - Willis E Thorpe,00710045,   0.0,   1.5,   1.5,   5.2,   0.6,   0.0,  91.1,  48.3,  51.7,2021,   0.0,     132,  40.1,       5,   1.5,      13,   4.0,,,      68,  20.7,      76,  23.1,,,,,,,,,,,,,,,,,,,,,
Dartmouth - Andrew B. Cushman School,00720005,   0.0,   0.0,   0.8,  10.0,   3.3,   0.0,  85.8,  45.0,  55.0,2021,   0.0,      60,  45.8,       2,   1.5,       4,   3.1,,,      31,  23.7,      43,  32.8,,,,,,,,,,,,,,,,,,,,,
Dartmouth - Dartmouth High,00720505,   0.0,   0.1,   2.8,   5.2,   7.7,   0.0,  84.3,  50.8,  49.2,2021,   0.0,     398,  38.6,       8,   0.8,      25,   2.4,,,     146,  14.1,     312,  30.2,267,202,75.7,0,31.7,15.3,53,14.9,12.4,27.2,       270,    93.0,     3.0,     0.7,     0.0,     3.3,     0.0,     207,556,,548
Dartmouth - Dartmouth Middle,00720050,   0.0,   0.7,   1.1,   5.6,   5.7,   0.1,  86.7,  49.2,  50.8,2021,   0.0,     368,  45.4,       4,   0.5,      16,   2.0,,,     142,  17.5,     282,  34.8,,,,,,,,,,,,,,,,,,,,,
Dartmouth - George H Potter,00720030,   0.0,   0.3,   0.5,   4.1,   4.3,   0.0,  90.8,  47.7,  52.3,2021,   0.0,     173,  44.1,       7,   1.8,       9,   2.3,,,      65,  16.6,     136,  34.7,,,,,,,,,,,,,,,,,,,,,
Dartmouth - James M. Quinn School,00720040,   0.0,   1.4,   0.9,   5.1,   7.3,   0.0,  85.3,  45.8,  54.2,2021,   0.0,     292,  43.5,      25,   3.7,      37,   5.5,,,     129,  19.2,     215,  32.0,,,,,,,,,,,,,,,,,,,,,
Dartmouth - Joseph Demello,00720015,   0.0,   1.1,   1.1,   4.9,   7.6,   0.0,  85.3,  48.2,  51.8,2021,   0.0,     179,  47.9,      12,   3.2,      13,   3.5,,,      72,  19.3,     137,  36.6,,,,,,,,,,,,,,,,,,,,,
Dedham - Avery,00730010,   0.0,   2.1,  10.7,  31.8,   7.1,   0.4,  47.9,  50.4,  49.6,2021,   0.0,     182,  65.0,      33,  11.8,      62,  22.1,,,      70,  25.0,     147,  52.5,,,,,,,,,,,,,,,,,,,,,
Dedham - Dedham High,00730505,   0.0,   2.9,   8.4,  15.4,   2.8,   0.0,  70.6,  47.2,  52.6,2021,   0.1,     308,  43.9,      22,   3.1,     101,  14.4,,,     142,  20.3,     229,  32.7,163,118,72.4,0,39,14.4,46.6,14.4,7.6,18.6,       183,    94.5,     2.2,     0.0,     0.0,     3.3,     0.0,     167,543,,561
Dedham - Dedham Middle School,00730305,   0.2,   2.0,   7.7,  15.6,   4.7,   0.0,  69.8,  47.5,  52.5,2021,   0.0,     273,  47.7,      22,   3.8,      89,  15.6,,,     144,  25.2,     173,  30.2,,,,,,,,,,,,,,,,,,,,,
Dedham - Early Childhood Center,00730005,   0.0,   1.5,   4.0,  13.1,   9.1,   0.0,  72.3,  47.1,  52.6,2021,   0.4,     107,  32.2,      20,   6.0,      39,  11.7,,,      37,  11.1,      78,  23.5,,,,,,,,,,,,,,,,,,,,,
Dedham - Greenlodge,00730025,   0.0,   1.3,   3.0,  10.2,   5.5,   0.0,  80.1,  43.2,  56.8,2021,   0.0,      83,  31.8,      11,   4.2,      20,   7.7,,,      56,  21.5,      31,  11.9,,,,,,,,,,,,,,,,,,,,,
Dedham - Oakdale,00730030,   0.0,   2.4,   8.1,  11.7,   6.1,   0.0,  71.7,  51.8,  48.2,2021,   0.0,      86,  34.5,      14,   5.6,      23,   9.2,,,      33,  13.3,      51,  20.5,,,,,,,,,,,,,,,,,,,,,
Dedham - Riverdale,00730045,   0.0,   3.5,   4.7,  14.1,   7.1,   0.0,  70.6,  50.6,  49.4,2021,   0.0,      88,  51.2,      17,   9.9,      26,  15.1,,,      48,  27.9,      56,  32.6,,,,,,,,,,,,,,,,,,,,,
Deerfield - Deerfield Elementary,00740015,   0.0,   0.3,   0.0,   6.4,   8.0,   0.0,  85.2,  51.4,  48.6,2021,   0.0,     102,  31.3,       5,   1.5,       6,   1.8,,,      54,  16.6,      73,  22.4,,,,,,,,,,,,,,,,,,,,,
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,   2.3,   2.7,  10.6,  14.8,   5.4,   0.0,  64.2,  49.9,  50.1,2021,   0.0,     579,  64.3,      84,   9.3,     177,  19.7,,,     165,  18.3,     509,  56.6,155,95,61.3,0,32.6,27.4,40,27.4,8.4,25.3,       178,    89.9,     4.5,     0.0,     0.0,     5.6,     0.0,     106,550,,518
Dennis-Yarmouth - Ezra H Baker Innovation School,06450005,   1.4,   2.1,   8.2,  13.8,   7.1,   0.4,  67.0,  49.6,  50.4,2021,   0.0,     219,  71.8,      50,  16.4,      63,  20.7,,,      64,  21.0,     196,  64.3,,,,,,,,,,,,,,,,,,,,,
Dennis-Yarmouth - Marguerite E Small Elementary,06450015,   1.9,   3.1,  14.0,  17.4,   4.7,   0.0,  58.9,  45.3,  54.7,2021,   0.0,     246,  84.0,      67,  22.9,     101,  34.5,,,      65,  22.2,     214,  73.0,,,,,,,,,,,,,,,,,,,,,
Dennis-Yarmouth - Mattacheese Middle School,06450305,   3.0,   1.4,  10.9,  15.5,   8.6,   0.2,  60.3,  48.7,  51.3,2021,   0.0,     286,  66.8,      45,  10.5,      78,  18.2,,,      74,  17.3,     243,  56.8,,,,,,,,,,,,,,,,,,,,,
Dennis-Yarmouth - Nathaniel H. Wixon School,06450050,   2.3,   2.7,   9.7,   9.5,   9.0,   0.4,  66.4,  43.7,  56.3,2021,   0.0,     313,  70.8,      62,  14.0,     107,  24.2,,,      88,  19.9,     268,  60.6,,,,,,,,,,,,,,,,,,,,,
Dennis-Yarmouth - Station Avenue Elementary,06450025,   0.5,   3.9,   8.8,   7.8,   5.4,   0.2,  73.5,  48.9,  51.1,2021,   0.0,     258,  60.4,      54,  12.6,      62,  14.5,,,      41,   9.6,     235,  55.0,,,,,,,,,,,,,,,,,,,,,
Dighton-Rehoboth - Dighton Elementary,06500005,   0.0,   1.8,   2.7,   4.5,   5.2,   0.0,  85.8,  49.7,  50.3,2021,   0.0,     173,  39.0,       4,   0.9,      12,   2.7,,,      86,  19.4,     121,  27.3,,,,,,,,,,,,,,,,,,,,,
Dighton-Rehoboth - Dighton Middle School,06500305,   0.0,   1.3,   2.1,   5.9,   5.1,   0.0,  85.6,  46.3,  53.7,2021,   0.0,     131,  33.9,       1,   0.3,       2,   0.5,,,      59,  15.3,      88,  22.8,,,,,,,,,,,,,,,,,,,,,
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,06500505,   0.1,   0.8,   1.3,   3.9,   2.5,   0.0,  91.4,  47.5,  52.5,2021,   0.0,     231,  32.6,       0,   0.0,       8,   1.1,,,     110,  15.5,     177,  25.0,173,133,76.9,0,39.8,10.5,49.6,9,13.5,12,       216,    96.3,     1.4,     0.0,     0.0,     2.3,     0.0,     104,557,,540
Dighton-Rehoboth - Dorothy L Beckwith,06500310,   0.2,   1.4,   1.4,   3.9,   3.3,   0.0,  89.7,  50.5,  49.5,2021,   0.0,     163,  35.3,       3,   0.6,       9,   1.9,,,      88,  19.0,     102,  22.1,,,,,,,,,,,,,,,,,,,,,
Dighton-Rehoboth - Palmer River,06500010,   0.2,   2.2,   0.9,   3.9,   3.6,   0.0,  89.2,  47.8,  52.2,2021,   0.0,     184,  32.4,       4,   0.7,      11,   1.9,,,      99,  17.4,     116,  20.4,,,,,,,,,,,,,,,,,,,,,
Douglas - Douglas Elementary School,00770015,   0.0,   0.6,   0.0,   5.8,   4.9,   0.0,  88.8,  47.6,  52.4,2021,   0.0,     140,  37.6,       4,   1.1,       6,   1.6,,,      64,  17.2,      96,  25.8,,,,,,,,,,,,,,,,,,,,,
Douglas - Douglas High School,00770505,   0.0,   1.4,   1.2,   4.9,   2.0,   0.6,  89.9,  46.0,  54.0,2021,   0.0,     121,  36.0,       1,   0.3,       4,   1.2,,,      67,  19.9,      81,  24.1,87,54,62.1,0,37,11.1,51.9,11.1,16.7,22.2,        94,    88.3,     4.3,     0.0,     1.1,     6.4,     0.0,      59,592,,547
Douglas - Douglas Middle School,00770305,   0.0,   0.7,   0.7,   3.6,   2.9,   0.0,  92.0,  50.0,  50.0,2021,   0.0,     106,  38.7,       1,   0.4,       1,   0.4,,,      51,  18.6,      68,  24.8,,,,,,,,,,,,,,,,,,,,,
Douglas - Douglas Primary School,00770005,   0.0,   0.0,   1.1,   5.5,   2.7,   0.0,  90.7,  49.5,  50.5,2021,   0.0,      73,  36.9,       5,   2.5,       5,   2.5,,,      22,  11.1,      58,  29.3,,,,,,,,,,,,,,,,,,,,,
Dover - Chickering,00780005,   0.0,  14.3,   3.4,   4.2,   5.3,   0.0,  72.8,  44.6,  55.4,2021,   0.0,      97,  19.8,       8,   1.6,      34,   7.0,,,      62,  12.7,      20,   4.1,,,,,,,,,,,,,,,,,,,,,
Dover-Sherborn - Dover-Sherborn Regional High,06550505,   0.4,   9.6,   2.5,   4.3,   4.7,   0.0,  78.3,  50.3,  49.6,2021,   0.1,     124,  18.9,       1,   0.2,      46,   7.0,,,      98,  14.9,      37,   5.6,160,131,81.9,0,71,2.3,26.7,0.8,1.5,3.8,       170,    97.1,     1.8,     1.2,     0.0,     0.0,     0.0,     171,643,,645
Dover-Sherborn - Dover-Sherborn Regional Middle School,06550405,   0.0,  13.5,   4.3,   4.9,   7.8,   0.0,  69.5,  44.2,  55.8,2021,   0.0,     118,  23.5,       3,   0.6,      26,   5.2,,,      82,  16.3,      30,   6.0,,,,,,,,,,,,,,,,,,,,,
Dracut - Brookside Elementary,00790035,   0.2,   9.2,  10.6,  12.6,   1.1,   0.0,  66.2,  47.3,  52.7,2021,   0.0,     257,  53.7,      20,   4.2,      33,   6.9,,,      59,  12.3,     217,  45.3,,,,,,,,,,,,,,,,,,,,,
Dracut - Dracut Senior High,00790505,   1.0,   9.0,   8.7,   8.3,   2.5,   0.0,  70.5,  48.7,  51.0,2021,   0.3,     389,  44.4,      29,   3.3,      54,   6.2,,,     129,  14.7,     321,  36.6,228,167,73.2,0,21,29.3,49.7,28.7,2.4,39.5,       231,    96.1,     1.3,     0.4,     0.0,     2.2,     0.0,     157,522,,526
Dracut - George H. Englesby Elementary School,00790045,   0.0,   8.6,   4.8,  17.5,   1.8,   0.0,  67.3,  51.7,  48.3,2021,   0.0,     288,  53.7,      15,   2.8,      21,   3.9,,,      66,  12.3,     249,  46.5,,,,,,,,,,,,,,,,,,,,,
Dracut - Greenmont Avenue,00790030,   0.0,   7.4,   5.7,  15.5,   1.8,   0.0,  69.6,  45.2,  54.8,2021,   0.0,     146,  55.3,      21,   8.0,      22,   8.3,,,      29,  11.0,     131,  49.6,,,,,,,,,,,,,,,,,,,,,
Dracut - Joseph A Campbell Elementary,00790020,   0.2,   5.9,   6.7,   7.9,   1.7,   0.0,  77.5,  45.1,  54.9,2021,   0.0,     207,  35.9,      16,   2.8,      21,   3.6,,,      98,  17.0,     145,  25.1,,,,,,,,,,,,,,,,,,,,,
